Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-03-04 00:00:00+03:00,51.2412362188933,51.680696839517225,50.62598956184996,51.153343200683594,514978.0,0.0,0.0
2010-03-07 00:00:00+03:00,51.50490951538086,52.2959376499837,51.32912349861395,51.50490951538086,503558.0,0.0,0.0
2010-03-08 00:00:00+03:00,51.50491302176835,51.94437362317941,51.15334096429998,51.680694580078125,392435.0,0.0,0.0
2010-03-09 00:00:00+03:00,51.7685840701071,51.856477078490556,51.50490951538086,51.50490951538086,186179.0,0.0,0.0
2010-03-10 00:00:00+03:00,51.504918126233825,51.68069970196467,51.32913208007812,51.329132080078125,196172.0,0.0,0.0
2010-03-11 00:00:00+03:00,51.417016506997406,51.592798053340196,51.2412304902305,51.50490951538086,147622.0,0.0,0.0
2010-03-14 00:00:00+03:00,51.680679857697086,52.03225181501244,51.1533263921472,51.944358825683594,354570.0,0.0,0.0
2010-03-15 00:00:00+03:00,51.94437362317941,51.94437362317941,51.50491302176835,51.680694580078125,180521.0,0.0,0.0
2010-03-16 00:00:00+03:00,51.68068168873192,51.68068168873192,51.50490017426949,51.59278869628906,249117.0,0.0,0.0
2010-03-17 00:00:00+03:00,51.59278869628906,51.59278869628906,51.59278869628906,51.59278869628906,0.0,0.0,0.0
2010-03-18 00:00:00+03:00,51.85647488544261,52.383828443017045,51.76858188077622,52.03226089477539,697391.0,0.0,0.0
2010-03-21 00:00:00+03:00,52.20804642968603,52.559618475260905,51.94437186592913,52.47172546386719,858717.0,0.0,0.0
2010-03-22 00:00:00+03:00,49.747057880470415,50.88965793655642,49.747057880470415,50.5380859375,622095.0,0.0,0.0
2010-03-23 00:00:00+03:00,50.53809581876977,50.62598883571882,49.92284917055095,50.0107421875,310275.0,0.0,0.0
2010-03-24 00:00:00+03:00,50.274408133391944,51.241222126964466,50.274408133391944,50.801761627197266,417787.0,0.0,0.0
2010-03-25 00:00:00+03:00,51.24124486449885,51.24124486449885,50.450212037570225,50.97756576538086,325704.0,0.0,0.0
2010-03-28 00:00:00+03:00,51.153351831459524,51.24124486449885,50.713891136688225,50.97756576538086,324439.0,0.0,0.0
2010-03-29 00:00:00+03:00,50.97756576538086,50.97756576538086,50.97756576538086,50.97756576538086,0.0,0.0,0.0
2010-03-30 00:00:00+03:00,50.97756576538086,50.97756576538086,50.97756576538086,50.97756576538086,0.0,0.0,0.0
2010-03-31 00:00:00+03:00,51.41701763426069,51.768585205078125,51.32912462395028,51.768585205078125,168547.0,0.0,0.0
2010-04-01 00:00:00+03:00,51.68068168873192,51.68068168873192,51.41700718182663,51.59278869628906,202857.0,0.0,0.0
2010-04-04 00:00:00+03:00,51.59278869628906,51.59278869628906,51.59278869628906,51.59278869628906,0.0,0.0,0.0
2010-04-05 00:00:00+03:00,51.59278869628906,51.59278869628906,51.59278869628906,51.59278869628906,0.0,0.0,0.0
2010-04-06 00:00:00+03:00,50.450202801820716,50.62598883571882,49.74706760707738,50.0107421875,266427.0,0.0,0.0
2010-04-07 00:00:00+03:00,49.92284864749836,50.09863467955472,47.54975509643555,47.54975509643555,1166403.0,0.0,0.0
2010-04-08 00:00:00+03:00,47.549749389217965,47.90132141113281,47.37396784868451,47.90132141113281,492262.0,0.0,0.0
2010-04-11 00:00:00+03:00,49.39550458194896,50.97756576538086,49.219722986295665,50.97756576538086,1234695.0,0.0,0.0
2010-04-12 00:00:00+03:00,50.80176255378244,50.80176255378244,50.36229757557635,50.6259765625,591066.0,0.0,0.0
2010-04-13 00:00:00+03:00,50.538086875593905,50.62597987698949,50.09862633903974,50.362300872802734,533698.0,0.0,0.0
